"type designator","manufacturer","model","description","engine count","engine type","wtc"
"C133","DOUGLAS","C-133 Cargomaster","Landplane","4","Turboprop","M"
"DC6","DOUGLAS","C-118 Liftmaster","Landplane","4","Piston","M"
"DC3S","DOUGLAS","C-117D","Landplane","2","Piston","M"
"EH10","EHI","CH-149 Cormorant","Helicopter","3","Turboprop","M"
"EH10","EHI","Heliliner","Helicopter","3","Turboprop","M"
"EH10","EHI","EH-101 Heliliner","Helicopter","3","Turboprop","M"
"EH10","EHI","EH-101","Helicopter","3","Turboprop","M"
"EH10","EHI","Merlin","Helicopter","3","Turboprop","M"
"EH10","EHI","EH-101 Merlin","Helicopter","3","Turboprop","M"
"EH10","EHI","Cormorant","Helicopter","3","Turboprop","M"
"MG21","ELBIT","Lancer","Landplane","1","Jet","M"
"MG21","ELBIT","MiG-21 Lancer","Landplane","1","Jet","M"
"E45X","EMBRAER","ERJ-145XR","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145RS","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145SA","Landplane","2","Jet","M"
"E45X","EMBRAER","EMB-145XR","Landplane","2","Jet","M"
"E135","EMBRAER","ERJ-135","Landplane","2","Jet","M"
"E135","EMBRAER","ERJ-140","Landplane","2","Jet","M"
"E145","EMBRAER","ERJ-145EP","Landplane","2","Jet","M"
"E145","EMBRAER","ERJ-145ER","Landplane","2","Jet","M"
"E145","EMBRAER","ERJ-145EU","Landplane","2","Jet","M"
"E145","EMBRAER","ERJ-145LR","Landplane","2","Jet","M"
"E120","EMBRAER","VC-97 Brasilia","Landplane","2","Turboprop","M"
"E145","EMBRAER","ERJ-145MP","Landplane","2","Jet","M"
"E170","EMBRAER","ERJ-170","Landplane","2","Jet","M"
"E190","EMBRAER","ERJ-190","Landplane","2","Jet","M"
"E145","EMBRAER","P-99","Landplane","2","Jet","M"
"E145","EMBRAER","R-99","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145LR","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145MP/ASW","Landplane","2","Jet","M"
"E145","EMBRAER","ERJ-145LU","Landplane","2","Jet","M"
"E170","EMBRAER","175","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145MP","Landplane","2","Jet","M"
"E190","EMBRAER","Lineage 1000","Landplane","2","Jet","M"
"E170","EMBRAER","170","Landplane","2","Jet","M"
"E135","EMBRAER","Legacy 600","Landplane","2","Jet","M"
"E190","EMBRAER","190","Landplane","2","Jet","M"
"E190","EMBRAER","195","Landplane","2","Jet","M"
"AMX","EMBRAER","A-1","Landplane","1","Jet","M"
"AMX","EMBRAER","AMX","Landplane","1","Jet","M"
"E120","EMBRAER","Brasilia","Landplane","2","Turboprop","M"
"E190","EMBRAER","ERJ-190 Lineage 1000","Landplane","2","Jet","M"
"E120","EMBRAER","EMB-120 Brasilia","Landplane","2","Turboprop","M"
"E135","EMBRAER","EMB-135","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145AEW","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145EP","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145ER","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145EU","Landplane","2","Jet","M"
"E145","EMBRAER","EMB-145LU","Landplane","2","Jet","M"
"E145","EMBRAER","C-99","Landplane","2","Jet","M"
"E135","EMBRAER","EMB-135 Legacy 600","Landplane","2","Jet","M"
"MIRA","ENAER","50 Pantera","Landplane","1","Jet","M"
"MIRA","ENAER","Pantera","Landplane","1","Jet","M"
"CNBR","ENGLISH ELECTRIC","Canberra","Landplane","2","Jet","M"
"LTNG","ENGLISH ELECTRIC","Lightning","Landplane","2","Jet","M"
"EC25","EUROCOPTER","Super Puma Mk2+","Helicopter","2","Turboprop","M"
"AS3B","EUROCOPTER","Super Puma Mk2","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","Super Puma","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","Hkp10 Super Puma","Helicopter","2","Turboprop","M"
"EC25","EUROCOPTER","EC-725 Cougar Mk2+","Helicopter","2","Turboprop","M"
"EC25","EUROCOPTER","EC-225 Super Puma Mk2+","Helicopter","2","Turboprop","M"
"EC25","EUROCOPTER","Cougar Mk2+","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","Cougar","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-532UL Cougar","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-532UC Cougar","Helicopter","2","Turboprop","M"
"AS3B","EUROCOPTER","AS-532U2 Cougar Mk2","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-532SC Cougar","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-532AL Cougar","Helicopter","2","Turboprop","M"
"AS3B","EUROCOPTER","AS-532A2 Cougar Mk2","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-332M1 Super Puma","Helicopter","2","Turboprop","M"
"AS3B","EUROCOPTER","AS-332L2 Super Puma Mk2","Helicopter","2","Turboprop","M"
"AS32","EUROCOPTER","AS-332L1 Super Puma","Helicopter","2","Turboprop","M"
"AS3B","EUROCOPTER","Cougar Mk2","Helicopter","2","Turboprop","M"
"EUFI","EUROFIGHTER","Eurofighter 2000","Landplane","2","Jet","M"
"EUFI","EUROFIGHTER","Typhoon","Landplane","2","Jet","M"
"F5","F+W EMMEN","Tiger 2","Landplane","2","Jet","M"
"VNOM","F+W EMMEN","Venom","Landplane","1","Jet","M"
"HAWK","F+W EMMEN","Hawk","Landplane","1","Jet","M"
"F5","F+W EMMEN","F-5 Tiger 2","Landplane","2","Jet","M"
"VNOM","F+W EMMEN","DH-112 Venom","Landplane","1","Jet","M"
"MIRA","F+W EMMEN","Mirage 3","Landplane","1","Jet","M"
"C119","FAIRCHILD (1)","F-78 Flying Boxcar","Landplane","2","Piston","M"
"A10","FAIRCHILD (1)","Thunderbolt 2","Landplane","2","Jet","M"
"C119","FAIRCHILD (1)","R4Q Flying Boxcar","Landplane","2","Piston","M"
"C123","FAIRCHILD (1)","Provider","Landplane","2","Piston","M"
"C82","FAIRCHILD (1)","Packet","Landplane","2","Piston","M"
"A10","FAIRCHILD (1)","OA-10 Thunderbolt 2","Landplane","2","Jet","M"
"A10","FAIRCHILD (1)","A-10 Thunderbolt 2","Landplane","2","Jet","M"
"C82","FAIRCHILD (1)","F-78 Packet","Landplane","2","Piston","M"
"F27","FAIRCHILD (1)","F-27","Landplane","2","Turboprop","M"
"C123","FAIRCHILD (1)","C-123 Provider","Landplane","2","Piston","M"
"C119","FAIRCHILD (1)","C-119 Flying Boxcar","Landplane","2","Piston","M"
"C82","FAIRCHILD (1)","C-82 Packet","Landplane","2","Piston","M"
"C119","FAIRCHILD (1)","Flying Boxcar","Landplane","2","Piston","M"
"J328","FAIRCHILD DORNIER","Envoy 3","Landplane","2","Jet","M"
"J728","FAIRCHILD DORNIER","728JET","Landplane","2","Jet","M"
"J328","FAIRCHILD DORNIER","328JET Envoy 3","Landplane","2","Jet","M"
"J328","FAIRCHILD DORNIER","328JET","Landplane","2","Jet","M"
"D328","FAIRCHILD DORNIER","328","Landplane","2","Turboprop","M"
"F27","FAIRCHILD HILLER","FH-227","Landplane","2","Turboprop","M"
"F27","FAIRCHILD HILLER","F-27","Landplane","2","Turboprop","M"
"GANT","FAIREY","Gannet","Landplane","0","Turboprop","M"
"F18","FINAVITEC","FA-18 Hornet","Landplane","2","Jet","M"
"F18","FINAVITEC","Hornet","Landplane","2","Jet","M"
"IA50","FMA","Guarani 2","Landplane","2","Turboprop","M"
"IA50","FMA","IA-50 Guarani 2","Landplane","2","Turboprop","M"
"F28","FOKKER","F-28 Fellowship","Landplane","2","Jet","M"
"F28","FOKKER","Fellowship","Landplane","2","Jet","M"
"F16","FOKKER","Fighting Falcon","Landplane","1","Jet","M"
"F50","FOKKER","Fokker 50 Freighter","Landplane","2","Turboprop","M"
"F27","FOKKER","Friendship","Landplane","2","Turboprop","M"
"F27","FOKKER","Maritime","Landplane","2","Turboprop","M"
"F27","FOKKER","F-27 Troopship","Landplane","2","Turboprop","M"
"F50","FOKKER","Maritime Enforcer","Landplane","2","Turboprop","M"
"F27","FOKKER","Troopship","Landplane","2","Turboprop","M"
"F27","FOKKER","F-27 Friendship","Landplane","2","Turboprop","M"
"F16","FOKKER","F-16 Fighting Falcon","Landplane","1","Jet","M"
"F27","FOKKER","C-31 Friendship","Landplane","2","Turboprop","M"
"F100","FOKKER","100","Landplane","2","Jet","M"
"F70","FOKKER","70","Landplane","2","Jet","M"
"F60","FOKKER","60","Landplane","2","Turboprop","M"
"F50","FOKKER","50","Landplane","2","Turboprop","M"
"F50","FOKKER","50 Maritime Enforcer","Landplane","2","Turboprop","M"
"F27","FOKKER","F-27 Maritime","Landplane","2","Turboprop","M"
"N262","FRAKES","Mohawk 298","Landplane","2","Turboprop","M"
"H64","FUJI","AH-64 Longbow Apache","Helicopter","2","Turboprop","M"
"H64","FUJI","Longbow Apache","Helicopter","2","Turboprop","M"
"F18","GAF","AF-18 Hornet","Landplane","2","Jet","M"
"F18","GAF","ATF-18 Hornet","Landplane","2","Jet","M"
"F18","GAF","Hornet","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","RC-36","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","UC-36","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","UC-35","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","U-36","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","36","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","RC-35","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","R-35","Landplane","2","Jet","M"
"LJ55","GATES LEARJET","55","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","35","Landplane","2","Jet","M"
"LJ31","GATES LEARJET","31","Landplane","2","Jet","M"
"LJ35","GATES LEARJET","C-21","Landplane","2","Jet","M"
"F16","GENERAL DYNAMICS","F-16N Fighting Falcon","Landplane","1","Jet","M"
"F111","GENERAL DYNAMICS","RF-111 Aardvark","Landplane","2","Jet","M"
"F111","GENERAL DYNAMICS","Raven","Landplane","2","Jet","M"
"F16","GENERAL DYNAMICS","NF-16 Fighting Falcon","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","Netz","Landplane","1","Jet","M"
"F16X","GENERAL DYNAMICS","Fighting Falcon (F-16XL)","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","Fighting Falcon (F-16A/B/C/D/N)","Landplane","1","Jet","M"
"F111","GENERAL DYNAMICS","F-111 Aardvark","Landplane","2","Jet","M"
"F16X","GENERAL DYNAMICS","F-16XL Fighting Falcon","Landplane","1","Jet","M"
"F111","GENERAL DYNAMICS","EF-111 Raven","Landplane","2","Jet","M"
"F16","GENERAL DYNAMICS","F-16D Fighting Falcon","Landplane","1","Jet","M"
"F111","GENERAL DYNAMICS","Aardvark","Landplane","2","Jet","M"
"F16","GENERAL DYNAMICS","TF-16 Fighting Falcon","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","Brakeet","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16 Barak","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16 Brakeet","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16 Netz","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16A Fighting Falcon","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16B Fighting Falcon","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","F-16C Fighting Falcon","Landplane","1","Jet","M"
"F16","GENERAL DYNAMICS","Barak","Landplane","1","Jet","M"
"TBM","GENERAL MOTORS","Avenger","Landplane","1","Piston","M"
"TBM","GENERAL MOTORS","TBM Avenger","Landplane","1","Piston","M"
"METR","GLOSTER","Meteor","Landplane","2","Jet","M"
"CORS","GOODYEAR","Corsair","Landplane","1","Piston","M"
"CORS","GOODYEAR","FG Corsair","Landplane","1","Piston","M"
"G850","GROB","Strato 2C","Landplane","2","Piston","M"
"G850","GROB","G-850 Strato 2C","Landplane","2","Piston","M"
"S2P","GRUMMAN","P-16 Tracker","Landplane","2","Piston","M"
"G159","GRUMMAN","Gulfstream 1","Landplane","2","Turboprop","M"
"GLF2","GRUMMAN","Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GRUMMAN","Gulfstream 2B","Landplane","2","Jet","M"
"GLF2","GRUMMAN","Gulfstream 2SP","Landplane","2","Jet","M"
"E2","GRUMMAN","Hawkeye","Landplane","2","Turboprop","M"
"U16","GRUMMAN","HU-16 Albatross","Amphibian","2","Piston","M"
"A6","GRUMMAN","Intruder","Landplane","2","Jet","M"
"F14","GRUMMAN","Tomcat","Landplane","2","Jet","M"
"A6","GRUMMAN","KA-6 Intruder","Landplane","2","Jet","M"
"V1","GRUMMAN","Mohawk","Landplane","2","Turboprop","M"
"V1","GRUMMAN","OV-1 Mohawk","Landplane","2","Turboprop","M"
"A6","GRUMMAN","Prowler","Landplane","2","Jet","M"
"F111","GRUMMAN","Raven","Landplane","2","Jet","M"
"V1","GRUMMAN","RV-1 Mohawk","Landplane","2","Turboprop","M"
"S2P","GRUMMAN","S-2 Tracker","Landplane","2","Piston","M"
"S2T","GRUMMAN","S-2 Turbo Tracker","Landplane","2","Turboprop","M"
"S2P","GRUMMAN","S2F Tracker","Landplane","2","Piston","M"
"U16","GRUMMAN","SA-16 Albatross","Amphibian","2","Piston","M"
"C2","GRUMMAN","Greyhound","Landplane","2","Turboprop","M"
"G159","GRUMMAN","TC-4 Academe","Landplane","2","Turboprop","M"
"U16","GRUMMAN","G-64 Albatross","Amphibian","2","Piston","M"
"E2","GRUMMAN","TE-2 Hawkeye","Landplane","2","Turboprop","M"
"GLF2","GRUMMAN","VC-11 Gulfstream 2","Landplane","2","Jet","M"
"G96","GRUMMAN","TF Trader","Landplane","2","Piston","M"
"TCAT","GRUMMAN","Tigercat","Landplane","2","Piston","M"
"TBM","GRUMMAN","TBF Avenger","Landplane","1","Piston","M"
"F111","GRUMMAN","EF-111 Raven","Landplane","2","Jet","M"
"X29","GRUMMAN","712","Landplane","1","Jet","M"
"A6","GRUMMAN","A-6 Intruder","Landplane","2","Jet","M"
"G159","GRUMMAN","Academe","Landplane","2","Turboprop","M"
"U16","GRUMMAN","Albatross","Amphibian","2","Piston","M"
"V1","GRUMMAN","AO-1 Mohawk","Landplane","2","Turboprop","M"
"TBM","GRUMMAN","Avenger","Landplane","1","Piston","M"
"G96","GRUMMAN","C-1 Trader","Landplane","2","Piston","M"
"C2","GRUMMAN","C-2 Greyhound","Landplane","2","Turboprop","M"
"GLF2","GRUMMAN","C-20J Gulfstream 2SP","Landplane","2","Jet","M"
"E2","GRUMMAN","Daya","Landplane","2","Turboprop","M"
"E2","GRUMMAN","E-2 Daya","Landplane","2","Turboprop","M"
"G96","GRUMMAN","G-96 Trader","Landplane","2","Piston","M"
"A6","GRUMMAN","EA-6 Prowler","Landplane","2","Jet","M"
"GLF2","GRUMMAN","G-1159B Gulfstream 2B","Landplane","2","Jet","M"
"TCAT","GRUMMAN","F7F Tigercat","Landplane","2","Piston","M"
"F14","GRUMMAN","F-14 Tomcat","Landplane","2","Jet","M"
"TBM","GRUMMAN","G-40 Avenger","Landplane","1","Piston","M"
"TCAT","GRUMMAN","G-51 Tigercat","Landplane","2","Piston","M"
"S2P","GRUMMAN","G-89 Tracker","Landplane","2","Piston","M"
"U16","GRUMMAN","G-111 Albatross","Amphibian","2","Piston","M"
"A6","GRUMMAN","G-128 Intruder","Landplane","2","Jet","M"
"A6","GRUMMAN","G-128 Prowler","Landplane","2","Jet","M"
"V1","GRUMMAN","G-134 Mohawk","Landplane","2","Turboprop","M"
"G159","GRUMMAN","G-159 Gulfstream 1","Landplane","2","Turboprop","M"
"GLF2","GRUMMAN","G-1159 Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GRUMMAN","G-1159 Gulfstream 2SP","Landplane","2","Jet","M"
"E2","GRUMMAN","E-2 Hawkeye","Landplane","2","Turboprop","M"
"U16","GRUMMAN","UF Albatross","Amphibian","2","Piston","M"
"S2P","GRUMMAN","Tracker","Landplane","2","Piston","M"
"X29","GRUMMAN","X-29","Landplane","1","Jet","M"
"S2T","GRUMMAN","Turbo Tracker","Landplane","2","Turboprop","M"
"G159","GRUMMAN","VC-4 Gulfstream 1","Landplane","2","Turboprop","M"
"G96","GRUMMAN","Trader","Landplane","2","Piston","M"
"GLF2","GRUMMAN AMERICAN","G-1159 Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","G-1159 Gulfstream 2SP","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","G-1159B Gulfstream 2B","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","G-1159TT Gulfstream 2TT","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","Gulfstream 2B","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","Gulfstream 2SP","Landplane","2","Jet","M"
"GLF2","GRUMMAN AMERICAN","Gulfstream 2TT","Landplane","2","Jet","M"
"MG19","GUIZHOU","J-6","Landplane","2","Jet","M"
"JL9","GUIZHOU","Shanying","Landplane","1","Jet","M"
"MG21","GUIZHOU","JJ-7","Landplane","1","Jet","M"
"JL9","GUIZHOU","FTC-2000 Shanying","Landplane","1","Jet","M"
"MG21","GUIZHOU","FT-7","Landplane","1","Jet","M"
"MG19","GUIZHOU","F-6","Landplane","2","Jet","M"
"JL9","GUIZHOU","JL-9 Shanying","Landplane","1","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream G500","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","Gulfstream 3","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream 4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream 4SP","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream 5","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream 5SP","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G300","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G350","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G400","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream G450","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Gulfstream G550","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","Gulfstream SRA-1","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Gulfstream SRA-4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","S102 Gulfstream 4","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Eitam","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","Tp102 Gulfstream 4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","U-4 Gulfstream 4","Landplane","2","Jet","M"
"G650","GULFSTREAM AEROSPACE","Gulfstream G650","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5 Shavit","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G400","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Eitam","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream 4SP","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","C-20A Gulfstream 3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","C-20B Gulfstream 3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","C-20C Gulfstream 3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","C-20D Gulfstream 3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","C-20E Gulfstream 3","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","C-20F Gulfstream 4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","C-20G Gulfstream 4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","C-20H Gulfstream 4","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4X Gulfstream G450","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream 4","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","Shavit","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G300","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream G350","Landplane","2","Jet","M"
"GLF4","GULFSTREAM AEROSPACE","G-4 Gulfstream SRA-4","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5 Gulfstream 5","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream 5SP","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream G500","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","G-5SP Gulfstream G550","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","G-1159A Gulfstream 3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AEROSPACE","G-1159A Gulfstream SRA-1","Landplane","2","Jet","M"
"GLF5","GULFSTREAM AEROSPACE","C-37 Gulfstream 5","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","G-1159 Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2SP","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AMERICAN","Gulfstream SMA-3","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AMERICAN","Gulfstream 3","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2TT","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","G-1159TT Gulfstream 2TT","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","G-1159B Gulfstream 2B","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AMERICAN","G-1159A Gulfstream SMA-3","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","Gulfstream 2B","Landplane","2","Jet","M"
"GLF2","GULFSTREAM AMERICAN","G-1159 Gulfstream 2SP","Landplane","2","Jet","M"
"GLF3","GULFSTREAM AMERICAN","G-1159A Gulfstream 3","Landplane","2","Jet","M"
"SH5","HARBIN","SH-5","SeaPlane","4","Turboprop","M"
"IL28","HARBIN","H-5","Landplane","2","Jet","M"
"IL28","HARBIN","HJ-5","Landplane","2","Jet","M"
"IL28","HARBIN","HZ-5","Landplane","2","Jet","M"
"SH5","HARBIN","PS-5","SeaPlane","4","Turboprop","M"
"E145","HARBIN EMBRAER","EMB-145LI","Landplane","2","Jet","M"
"E145","HARBIN EMBRAER","ERJ-145LI","Landplane","2","Jet","M"
"SHAW","HAWKER","Sea Hawk","Landplane","1","Jet","M"
"HUNT","HAWKER","Hunter","Landplane","1","Jet","M"
"H25B","HAWKER BEECHCRAFT","Hawker 850","Landplane","2","Jet","M"
"BE45","HAWKER BEECHCRAFT","450","Landplane","2","Jet","M"
"BE40","HAWKER BEECHCRAFT","Hawker 400","Landplane","2","Jet","M"
"H25B","HAWKER BEECHCRAFT","Hawker 900","Landplane","2","Jet","M"
"H25B","HAWKER BEECHCRAFT","Hawker 750","Landplane","2","Jet","M"
"HA4T","HAWKER BEECHCRAFT","4000 Hawker 4000","Landplane","2","Jet","M"
"HA4T","HAWKER BEECHCRAFT","Hawker 4000","Landplane","2","Jet","M"
"H60","HAWKER DE HAVILLAND","Black Hawk","Helicopter","2","Turboprop","M"
"H60","HAWKER DE HAVILLAND","S-70 Black Hawk","Helicopter","2","Turboprop","M"
"A748","HAWKER SIDDELEY","HS-748","Landplane","2","Turboprop","M"
"A748","HAWKER SIDDELEY","HS-748 Andover","Landplane","2","Turboprop","M"
"A748","HAWKER SIDDELEY","HS-780 Andover","Landplane","2","Turboprop","M"
"NIM","HAWKER SIDDELEY","Nimrod","Landplane","4","Jet","M"
"H25A","HAWKER SIDDELEY","VC-93","Landplane","2","Jet","M"
"H25B","HAWKER SIDDELEY","HS-125-700","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","VU-93","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","EU-93","Landplane","2","Jet","M"
"HAR","HAWKER SIDDELEY","TAV-8 Harrier","Landplane","1","Jet","M"
"H25A","HAWKER SIDDELEY","HS-125-400","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","HS-125-3","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","HS-125-2 Dominie","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","HS-125-1","Landplane","2","Jet","M"
"HAR","HAWKER SIDDELEY","Harrier","Landplane","1","Jet","M"
"H25A","HAWKER SIDDELEY","EC-93","Landplane","2","Jet","M"
"H25A","HAWKER SIDDELEY","Dominie","Landplane","2","Jet","M"
"A748","HAWKER SIDDELEY","C-91","Landplane","2","Turboprop","M"
"H25A","HAWKER SIDDELEY","HS-125-600","Landplane","2","Jet","M"
"A748","HAWKER SIDDELEY","Andover","Landplane","2","Turboprop","M"
"HAWK","HAWKER SIDDELEY","Hawk","Landplane","1","Jet","M"
"HAR","HAWKER SIDDELEY","AV-8 Harrier","Landplane","1","Jet","M"
"BUC","HAWKER SIDDELEY","Buccaneer","Landplane","2","Jet","M"
"H111","HEINKEL","He-111","Landplane","2","Piston","M"
"S61","HELIPRO","S-61 Shortsky","Helicopter","2","Turboprop","M"
"S61","HELIPRO","Shortsky","Helicopter","2","Turboprop","M"
"A140","HESA","IRAN-140 Faraz","Landplane","2","Turboprop","M"
"A140","HESA","Faraz","Landplane","2","Turboprop","M"
"HF20","HFB","HFB-320 Hansa","Landplane","2","Jet","M"
"HF20","HFB","Hansa","Landplane","2","Jet","M"
"HAWK","HINDUSTAN","Hawk","Landplane","1","Jet","M"
"MG21","HINDUSTAN","MiG-21","Landplane","1","Jet","M"
"SU27","HINDUSTAN","Su-30","Landplane","2","Jet","M"
"JAGR","HINDUSTAN","Shamsher","Landplane","2","Jet","M"
"A748","HINDUSTAN","748","Landplane","2","Turboprop","M"
"MG23","HINDUSTAN","Bahadur","Landplane","1","Jet","M"
"JAGR","HINDUSTAN","Jaguar","Landplane","2","Jet","M"
"MG23","HINDUSTAN","MiG-27 Bahadur","Landplane","1","Jet","M"
"Q5","HONGDU","A-5","Landplane","2","Jet","M"
"L15","HONGDU","L-15","Landplane","2","Jet","M"
"Q5","HONGDU","Q-5","Landplane","2","Jet","M"
"L18","HOWARD (2)","350","Landplane","2","Piston","M"
"L37","HOWARD (2)","500","Landplane","2","Piston","M"
"L18","HOWARD (2)","250","Landplane","2","Piston","M"
"H64","HUGHES","Apache","Helicopter","2","Turboprop","M"
"H64","HUGHES","JAH-64 Apache","Helicopter","2","Turboprop","M"
"H64","HUGHES","AH-64 Apache","Helicopter","2","Turboprop","M"
"H64","HUGHES","77 Apache","Helicopter","2","Turboprop","M"
"HD34","HUREL-DUBOIS","HD-34","Landplane","2","Piston","M"
"WW24","IAI","Westwind (1124)","Landplane","2","Jet","M"
