"Tipo normativo"	"Norma"	"Publicação"	"Ementa"	"Data"	"Em vigor"	"Revogada"	"Tornada sem efeito"	"Alterada"	"Outros"	"Anexos"
"Resolução"	"Resolução nº 010 de 13/06/2007"	"DOU Nº 113, S/1, p.20, 14/06/2007"	"Altera a redação dos artigos 4º, 5º e 6º do Regimento Interno da ANAC (Anexo da Resolução Nº 1, de 18 de abril de 2006) e nele acrescenta os artigos 4º-A, 5º-A e 5º-B. "	"39246"	""	"Resolução Nº 48, de 20/08/2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2007/resolucao-no-010-de-13-06-2007@@download/arquivo_norma/resolucao10.pdf"
"Resolução"	"Resolução nº 008 de 13/03/2007"	"DOU Nº 61, S/1, p.35, 29/03/2007"	"Dispõe sobre o recolhimento da Tarifa de Embarque e a remuneração decorrente desse recolhimento quando efetivado por empresas de transporte aéreo e agências de viagens credenciadas."	"39154"	""	"Resolução nº 432, de 19 de junho de 2017."	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2007/resolucao-no-008-de-13-03-2007@@download/arquivo_norma/resolucao08.pdf"
"Resolução"	"Resolução nº 007 de 28/02/2007"	"DOU Nº 41, S/1, p. 28, 01/03/2007"	"Aprova o Regulamento sobre limitação de transporte de substâncias líquidas em vôos internacionais."	"39141"	""	"Resolução Nº 207, de 22 de novembro de 2011"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2007/resolucao-no-007-de-28-02-2007@@download/arquivo_norma/resolucao07_28fev07.pdf"
"Resolução"	"Resolução nº 006 de 15/01/2007"	"DOU Nº 12, S/1, p.21, 17/01/2007"	"Aprova alteração do Regimento Interno da Agência Nacional de Aviação Civil – ANAC."	"39097"	""	"Resolução Nº 48, de 20/08/2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2007/resolucao-no-006-de-15-01-2007@@download/arquivo_norma/regAnacNovo07.pdf"
"Resolução"	"Resolução nº 068 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Revoga a Resolução Nº 42, de 18 de agosto de 2008"	"39778"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-068-de-26-11-2008@@download/arquivo_norma/RA2008_0068.pdf"
"Resolução"	"Resolução nº 067 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Revoga a Resolução Nº 41, de 15 de agosto de 2008"	"39778"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-067-de-26-11-2008@@download/arquivo_norma/RA2008_0067.pdf"
"Resolução"	"Resolução nº 066 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Aprova nova versão de condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39778"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-066-de-26-11-2008@@download/arquivo_norma/RA2008_0066.pdf"
"Resolução"	"Resolução nº 065 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Aprova condição especial correspondente ao RBHA 25, Subparte C, para o projeto de tipo do avião Embraer modelo ERJ 190-100 ECJ."	"39778"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-065-de-26-11-2008@@download/arquivo_norma/RA2008_0065.pdf"
"Resolução"	"Resolução nº 064 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Aprova o Regulamento Brasileiro de Aviação Civil Nº 01 - RBAC 01, que estabelece definições, regras de redação e unidades de medida para uso nos Regulamentos Brasileiros de Aviação Civil."	"39778"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-064-de-26-11-2008@@download/arquivo_norma/RA2008_0064.rar"
"Resolução"	"Resolução nº 063 de 26/11/2008"	"DOU Nº 231, S/1, p.25, 27/11/2008"	"Aprova o Programa Nacional de Instrução em Segurança da Aviação Civil - PNIAVSEC."	"39778"	""	"Resolução Nº 361, de 16 de julho de 2015, em vigor em 15 de setembro de 2015"	""	"ResoluçãoNº 306, de 25/02/2014, em vigor em 30/03/2014"	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-063-de-26-11-2008@@download/arquivo_norma/RA2008-0063Novo.pdf"
"Resolução"	"Resolução nº 062 de 20/11/2008"	"DOU Nº 227, S/1, P.54 DE 21/11/2008"	"Estabelece procedimentos transitórios relativos ao atendimento do nível de proteção contra incêndio requerido em aeródromos civis operados por vôos comerciais regulares e vôos charters"	"39772"	""	"Resolução Nº 115, de 6 de outubro de 2010"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-062-de-20-11-2008@@download/arquivo_norma/RA2008-0062.pdf"
"Resolução"	"Resolução nº 061 de 20/11/2008"	"DOU Nº 227, S/1, P.53 DE 21/11/2008"	"Altera a política tarifária para vôos internacionais regulares com origem no Brasil e regulamenta o art. 49 da Lei 11.182/05."	"39772"	""	"Resolução Nº 72, 27/01/2009"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-061-de-20-11-2008@@download/arquivo_norma/RA2008_0061.pdf"
"Resolução"	"Resolução nº 060 de 20/11/2008"	"DOU Nº 227, S/1, P.52 DE 21/11/2008"	"Aprova o Regimento Interno do Conselho Consultivo da Agência Nacional de Aviação Civil - ANAC"	"39772"	""	"Resolução Nº 319, de 27 de maio de 2014"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-060-de-20-11-2008@@download/arquivo_norma/RA2008_0060.pdf"
"Resolução"	"Resolução nº 058 de 24/10/2008"	"DOU Nº 208, S/1, p.17-21, 27/10/2008"	"Altera a Resolução Nº 25, de 25 de abril de 2008."	"39745"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-058-de-24-10-2008@@download/arquivo_norma/RA2008_0058.pdf"
"Resolução"	"Resolução nº 057 de 10/10/2008"	"(DOU Nº 198, S/1, p.9-10, 13/10/2008)"	"Regulamenta o processo de alocação de freqüências internacionais e de designação de empresas aéreas regulares brasileiras."	"39731"	""	""	""	"Resolução Nº 154, de 25 de junho de 2010"	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-057-de-10-10-2008@@download/arquivo_norma/RA2008_0057.pdf"
"Resolução"	"Resolução nº 048 de 20/08/2008"	"DOU Nº 161, S/1, p.7, 21/08/2008"	"Revoga a Resolução Nº 01, de 18 de abril de 2006; 06, de 15 de janeiro de 2007; 10, de 13 de junho de 2007; 12, de 31 de julho de 2007; 14, de 31 de agosto de 2007; e 15 de 22 de fevereiro de 2008."	"39680"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-048-de-20-08-2008@@download/arquivo_norma/RA2008_0048.pdf"
"Resolução"	"Resolução nº 047 de 18/08/2008"	"DOU Nº 159, S/1, p.6, 19/08/2008"	"Aprova condição especial correspondente ao RBHA 23, Emenda 23-55, Subparte D, para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39678"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-047-de-18-08-2008@@download/arquivo_norma/RA2008_0047.pdf"
"Resolução"	"Resolução nº 046 de 18/08/2008"	"DOU Nº 159, S/1, p.6, 19/08/2008"	"Aprova condição especial correspondente ao RBHA 23, Emenda 23-55, Subparte F, para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39678"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-046-de-18-08-2008@@download/arquivo_norma/RA2008_0046.pdf"
"Resolução"	"Resolução nº 045 de 18/08/2008"	"DOU Nº 159, S/1, p.6, 19/08/2008"	"Aprova condição especial correspondente ao RBHA 23, Emenda 23-55, Subparte E, para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39678"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-045-de-18-08-2008@@download/arquivo_norma/RA2008_0045.pdf"
"Resolução"	"Resolução nº 044 de 18/08/2008"	"DOU Nº 159, S/1, p.6, 19/08/2008"	"Aprova condição especial correspondente ao RBHA 23, Emenda 23-55, Subparte E, para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39678"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-044-de-18-08-2008@@download/arquivo_norma/RA2008_0044.pdf"
"Resolução"	"Resolução nº 043 de 15/08/2008"	"DOU Nº 159, S/1, p.6, 19/08/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39675"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-043-de-15-08-2008@@download/arquivo_norma/RA2008_0043.pdf"
"Resolução"	"Resolução nº 042 de 18/08/2008"	"DOU Nº 159, S/1, p.5, 19/08/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39678"	""	"Resolução Nº 68, de 26 de novembro de 2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-042-de-18-08-2008@@download/arquivo_norma/RA2008_0042.pdf"
"Resolução"	"Resolução nº 059 de 05/11/2008"	"DOU Nº 216, S/1, p.9-10, 06/11/2008"	"Aprova a inclusão, na IAC Nº 3206, da indicação das aeronaves EMB-170 e EMB-190 no que diz respeito à composição da tripulação."	"39757"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-059-de-05-11-2008@@download/arquivo_norma/RA2008_0059.pdf"
"Resolução"	"Resolução nº 056 de 09/10/2008"	"DOU Nº 197, S/1, 10/10/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39730"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-056-de-09-10-2008@@download/arquivo_norma/RA2008_0056.pdf"
"Resolução"	"Resolução nº 055 de 08/10/2008"	"DOU Nº 196, S/1, p. 16, 09/10/2008"	"Estabelece critérios de utilização do Aeroporto de São Paulo / Congonhas (SBSP) e dá outras providências."	"39729"	""	""	""	"Resolução Nº 357, de 17 de abril de 2015"	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-055-de-08-10-2008@@download/arquivo_norma/RA2008_0055.pdf"
"Resolução"	"Resolução nº 054 de 01/10/2008"	"DOU Nº 191, S/1, 02/10/2008"	"Altera o Regimento Interno da Agência Nacional de Aviação Civil – ANAC. "	"39722"	""	"Resolução Nº 71, de 23/01/2009"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-054-de-01-10-2008@@download/arquivo_norma/RA2008_0054.pdf"
"Resolução"	"Resolução nº 053 de 04/09/2008"	"DOU Nº 172, S/1, 05/09/2008"	"Excluir o Aeroporto de São Paulo/Congonhas do rol de aeroportos internacionais do Brasil."	"39695"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-053-de-04-09-2008@@download/arquivo_norma/RA2008_0053.pdf"
"Resolução"	"Resolução nº 051 de 03/09/2008"	"DOU Nº 172, S/1, 05/09/2008"	"Aprova alterações no Apêndice F do RBHA 135."	"39694"	""	"Resolução Nº 169, de 24 de agosto de 2010"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-051-de-03-09-2008@@download/arquivo_norma/RA2008_0051.pdf"
"Resolução"	"Resolução nº 050 de 03/09/2008"	"DOU Nº 172, S/1, 05/09/2008"	"Aprova alterações no Apêndice M do RBHA 121."	"39694"	""	"Resolução Nº 146, de 17 de março de 2010"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-050-de-03-09-2008@@download/arquivo_norma/RA2008_0050.pdf"
"Resolução"	"Resolução nº 049 de 02/09/2008"	"DOU Nº 170, S/1, p.18, 03/09/2008"	"Institui o Atestado de Capacitação Operacional dos Serviços de Prevenção, Salvamento e Combate a Incêndio em Aeródromos Civis, no âmbito da competência da Agência Nacional de Aviação Civil - ANAC."	"39693"	""	"Resolução Nº 371, de 15 de dezembro de 2015"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-049-de-02-09-2008@@download/arquivo_norma/RA2008_0049.pdf"
"Resolução"	"Resolução nº 041 de 15/08/2008"	"DOU Nº 158, S/1, p.4, 18/08/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39675"	""	"Resolução Nº 67, de 26 de novembro de 2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-041-de-15-08-2008@@download/arquivo_norma/RA2008_0041.pdf"
"Resolução"	"Resolução nº 040 de 15/08/2008"	"DOU Nº 158, S/1, p.4, 18/08/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39675"	""	"Resolução Nº 66, de 26 de novembro de 2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-040-de-15-08-2008@@download/arquivo_norma/RA2008_0040.pdf"
"Resolução"	"Resolução nº 039 de 15/08/2008"	"DOU Nº 158, S/1, p.4, 18/08/2008"	"Aprova condição especial para o projeto de tipo do avião Embraer modelo EMB-500 VLJ."	"39675"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-039-de-15-08-2008@@download/arquivo_norma/RA2008_0039.pdf"
"Resolução"	"Resolução nº 036 de 22/07/2008"	"DOU Nº 140, S/1, p. 17, 23/07/2008"	"Revoga o inciso v do artigo 57 do Regimento Interno da ANAC e a IAC 0007, de 21 de Dezembro de 2001."	"39651"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-036-de-22-07-2008@@download/arquivo_norma/RA2008_0036.pdf"
"Resolução"	"Resolução nº 034 de 27/06/2008"	"Republicada  DOU Nº 127, S/1, p. 136, 04/07/2008"	"Revoga o artigo 65 da Portaria 676/GC-5, de 13 de novembro de 2000, e a IAC 2202, de 31 de maio de 1990."	"39626"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-034-de-27-06-2008@@download/arquivo_norma/RA2008-0034.pdf"
"Resolução"	"Resolução nº 033 de 17/06/2008"	"DOU Nº 115, S/1, p.15, 18/06/2008"	"Altera o art. 1º da Resolução ANAC Nº 24, de 16 de abril de 2008."	"39616"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-033-de-17-06-2008@@download/arquivo_norma/RA2008_0033.pdf"
"Resolução"	"Resolução nº 032 de 30/05/2008"	"DOU Nº 104, S/2, p.9, 03/06/2008"	"Delegação de competência para julgamento de sindicâncias e processos administrativos disciplinares."	"39598"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-032-de-30-05-2008@@download/arquivo_norma/resolucao32.pdf"
"Resolução"	"Resolução nº 031 de 28/05/2008"	"DOU Nº 101, S/1, p.21, 29/05/2008."	"Dispõe sobre a desativação das Seções de Aviação Civil – SAC’s dos aeroportos de Bacacheri, de Santa Maria e de Uruguaiana."	"39596"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-031-de-28-05-2008@@download/arquivo_norma/resolucao31.pdf"
"Resolução"	"Resolução nº 030 de 21/05/2008"	"DOU Nº 97, S/1, p.50-52, 23/05/2008"	"Institui o Regulamento Brasileiro da Aviação Civil –RBAC e a Instrução Suplementar – IS, estabelece critérios para a elaboração e dá outras providências."	"39589"	""	""	""	"Resolução Nº 162, de 20 de julho de 2010; Resolução Nº 365, de 4 de novembro de 2015; e Resolução Nº 366, de 9 de novembro de 2015"	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-030-de-21-05-2008@@download/arquivo_norma/RA2008-0030 (Comp até RA2015-0366).pdf"
"Resolução"	"Resolução nº 029 de 21/05/2008"	"BPS V.3, Nº 21, p.1, 23/05/2008"	"Dispõe sobre a constituição da Comissão de Ética de que tratam o artigo 2º do Decreto Nº 1.171, de 22 de junho de 1994; Decreto de 26 de maio de 1999 e alterações contidas no Decreto Nº 6.029, de 1º de fevereiro de 2007, e dá outras providências."	"39814"	""	"Resolução nº 523, de 23 de julho de 2019."	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-029-de-21-05-2008@@download/arquivo_norma/resolucao29.pdf"
"Resolução"	"Resolução nº 028 de 20/05/2008"	"DOU Nº 96, S/1, P.11, 21/05/2008"	"Autoriza os Governos Estaduais a procederem à atualização de seus Planos Aeroviários Estaduais, sob a orientação técnica da Superintendência de Infra-Estrutura Aeroportuária."	"39588"	""	"Resolução Nº 340, de 29 de julho de 2014"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-028-de-20-05-2008@@download/arquivo_norma/resolucao28.pdf"
"Resolução"	"Resolução nº 027 de 19/05/2008"	"DOU Nº 95, S/1, p.18, 20/05/2008"	"Dispõe sobre aceitação das Cláusulas Comunitárias da Comissão Européia nos Acordos sobre Serviços Aéreos entre Estados Membros da União Européia e o Brasil."	"39587"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-027-de-19-05-2008@@download/arquivo_norma/resolucao27.pdf"
"Resolução"	"Resolução nº 026 de 16/05/2008"	"DOU Nº 94, S/1, p.53, 19/05/2008"	"Regulamenta os procedimentos relativos ao transporte aéreo regular internacional para as empresas aéreas brasileiras."	"39584"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-026-de-16-05-2008@@download/arquivo_norma/resolucao26.pdf"
"Resolução"	"Resolução nº 024 de 16/04/2008"	"DOU Nº 74, S/1, p.36, 17/04/2008"	"Dispõe sobre a proibição de afastamento dos tripulantes técnicos da cabine de comando para recepção de passageiros durante a preparação da aeronave para o vôo."	"39554"	""	""	""	"Resolução Nº 033, de 17 de junho de 2008"	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-024-de-16-04-2008@@download/arquivo_norma/RA2008-0024.pdf"
"Resolução"	"Resolução nº 021 de 31/03/2008"	"DOU Nº 62, S/1, p.16, 01/04/2008"	"Aprova a Instrução de Aviação Civil – IAC 121-1013."	"39538"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-021-de-31-03-2008@@download/arquivo_norma/RA2008_0019.pdf"
"Resolução"	"Resolução nº 020 de 24/03/2008"	"DOU Nº 57, S/1, p.10, 25/03/2008"	"Aprova regulamento sobre alocação de frequências e designação de empresa brasileira para vôos internacionais regulares."	"39531"	""	"Resolução Nº 57, de 10 de outubro 2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-020-de-24-03-2008@@download/arquivo_norma/RA2008_0020.pdf"
"Resolução"	"Resolução nº 019 de 20/03/2008"	"DOU Nº 56, S/1, p.17, 24/03/2008"	"Aprova a alteração da Seção 91.223 do RBHA 91."	"39527"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-019-de-20-03-2008@@download/arquivo_norma/RA2008_0019.pdf"
"Resolução"	"Resolução nº 018 de 19/03/2008"	"DOU Nº 55, S/1, p.10, 20/03/2008"	"Dispõe sobre a participação das empresas concessionárias de serviços de transporte aéreo público regular de passageiros operando segundo as regras de operações de bandeira do RBHA 21 no programa IOSA – Auditoria Internacional de Segurança Operacional da IATA."	"39526"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-018-de-19-03-2008@@download/arquivo_norma/RA2008-0018.pdf"
"Resolução"	"Resolução nº 016 de 27/02/2008"	"DOU Nº 40, S/1, p.13-14, 28/02/2008"	"Altera os valores máximos de desconto para as tarifas aéreas internacionais, com origem no Brasil e destino nos países da América do Sul."	"39505"	""	""	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-016-de-27-02-2008@@download/arquivo_norma/RA2008_0016.pdf"
"Resolução"	"Resolução nº 015 de 22/02/2008"	"DOU Nº 37, S/1, p.9, 25/02/2008"	"Aprova a alteração da redação dos artigos 4º, 4º A, 5º, 5º-A, 9º-A, 10, 14, 18, 35 e 82 do Regimento Interno da ANAC (Anexo da Resolução Nº 1, de 18 de abril de 2006)."	"39500"	""	"Resolução Nº 48, de 20/08/2008"	""	""	""	"https://www.anac.gov.br/assuntos/legislacao/legislacao-1/resolucoes/resolucoes-2008/resolucao-no-015-de-22-02-2008@@download/arquivo_norma/RA2008_0015.pdf"
