Data,BPS,URL-BPS,Anexos,URL-Anexos
17/09/2021,"BPS V.16, Nº 37, 17/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/37/bps-no-37-de-17-de-setembro-de-2021-1.pdf,Anexo V - MPR/SAR-115-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/37/anexo-v-mpr-sar-115-r00
17/09/2021,"BPS V.16, Nº 37, 17/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/37/bps-no-37-de-17-de-setembro-de-2021-1.pdf,Anexo VI - Movimentação Interna de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/37/anexo-vi-movimentacao-interna-de-servidores
10/09/2021,"BPS V.16, Nº 36, 10/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/36/bps-no-36-de-10-de-setembro-de-2021.pdf,Anexo I - MPR/SIA-212-R04,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/36/anexo-i-mpr-sia-212-r04
10/09/2021,"BPS V.16, Nº 36, 10/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/36/bps-no-36-de-10-de-setembro-de-2021.pdf,Anexo II - IS nº 61-004 Revisão R,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/36/anexo-ii-is-no-61-004-revisao-r
09/09/2021,"BPS V.16, Nº 35 S1, 09/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35s1/bps-no-35-s1-de-9-de-setembro-de-2021.pdf,,
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,"Anexo I - Instrução Normativa nº 173, de 30 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-i-instrucao-normativa-no-173-de-30-de-agosto-de-2021
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,Anexo II - IS nº 91-012 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-ii-is-no-91-012-revisao-a
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,Anexo III - IS nº 120-016 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-iii-is-no-120-016-revisao-a
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,Anexo IV - IS nº 91-013 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-iv-is-no-91-013-revisao-a
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,Anexo V - MPR/SAR-421-R05,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-v-mpr-sar-421-r05
03/09/2021,"BPS V.16, Nº 35, 03/09/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/bps-no-35-de-3-de-setembro-de-2021.pdf,"Anexo VI - Anexos à Portaria nº 5.795, de 27 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/35/anexo-vi-anexos-a-portaria-no-5-795-de-27-de-agosto-de-2021
27/08/2021,"BPS V.16, Nº 34, 27/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/34/bps-no-34-de-27-de-agosto-de-2021.pdf,Anexo I - Movimentação Interna de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/34/anexo-i-movimentacao-interna-de-servidores
27/08/2021,"BPS V.16, Nº 34, 27/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/34/bps-no-34-de-27-de-agosto-de-2021.pdf,Anexo II - Progressão e Promoção de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/34/anexo-ii-progressao-e-promocao-de-servidores
20/08/2021,"BPS V.16, Nº 33, 20/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/33/bps-no-33-de-20-de-agosto-de-2021.pdf,,
16/08/2021,"BPS V.16, Nº 32 S1, 16/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32s1/bps-no-32-s1-de-16-de-agosto-de-2021.pdf,,
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,Anexo I - MPR/SIA-124-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-i-mpr-sia-124-r00
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,Anexo II - IS nº 91-011 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-ii-is-no-91-011-revisao-a
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,Anexo III - MPR/SAR-501-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-iii-mpr-sar-501-r01
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,"Anexo IV - Anexo à Portaria 5.627, de 4 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-iv-anexo-a-portaria-5-627-de-4-de-agosto-de-2021
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,"Anexo V - Anexos à Portaria 5.667, de 11 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-v-anexos-a-portaria-5-667-de-11-de-agosto-de-2021
13/08/2021,"BPS V.16, Nº 32, 13/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/bps-no-32-de-13-de-agosto-de-2021.pdf,Anexo VI - IS nº 110.11-001 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/32/anexo-vi-is-no-110-11-001-revisao-a
06/08/2021,"BPS V.16, Nº 31, 06/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/31/bps-no-31-de-6-de-agosto-de-2021.pdf,Anexo I - MPR-SPO-140-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/31/anexo-i-mpr-spo-140-r00
06/08/2021,"BPS V.16, Nº 31, 06/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/31/bps-no-31-de-6-de-agosto-de-2021.pdf,Anexo II - Progressão e Promoção de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/31/anexo-ii-progressao-e-promocao-de-servidores
04/08/2021,"BPS V.16, Nº 30 S1, 04/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30s1/bps-no-30-s1-de-4-de-agosto-de-2021.pdf,"Anexo I - Instrução Normativa nº 171, de 2 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30s1/anexo-i-instrucao-normativa-no-171-de-2-de-agosto-de-2021
04/08/2021,"BPS V.16, Nº 30 S1, 04/08/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30s1/bps-no-30-s1-de-4-de-agosto-de-2021.pdf,"Anexo II - Instrução Normativa nº 172, de 2 de agosto de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30s1/anexo-ii-instrucao-normativa-no-172-de-2-de-agosto-de-2021
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo I - IS nº 91-010 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-i-is-no-91-010-revisao-a
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo II - IS nº 175-002 Revisão G,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-ii-is-no-175-002-revisao-g
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo III - IS nº 175-013 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-iii-is-no-175-013-revisao-a
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo IV - MPR/SPO-142-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-iv-mpr-spo-142-r01
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo V - MPR/SPO-145-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-v-mpr-spo-145-r01
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo VI - MPR/SAF-060-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-vi-mpr-saf-060-r01
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo VII - MPR/SAF-061-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-vii-mpr-saf-061-r01
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo VIII - MPR/SAF-090-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-viii-mpr-saf-090-r01
30/07/2021,"BPS V.16, Nº 30, 30/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/bps-no-30-de-30-de-julho-de-2021.pdf,Anexo IX - MPR/SPI-209-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/30/anexo-ix-mpr-spi-209-r00
28/07/2021,"BPS V.16, Nº 29 S2, 28/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/bps-no-29-s2-de-28-de-julho-de-2021.pdf,"Anexo I - Edital nº 29/ANAC, de 27 de julho de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/anexo-i-edital-no-29-de-27-de-julho-de-2021
28/07/2021,"BPS V.16, Nº 29 S2, 28/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/bps-no-29-s2-de-28-de-julho-de-2021.pdf,"Anexo II - Edital nº 30/ANAC, de 27 de julho de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/anexo-ii-edital-no-30-de-27-de-julho-de-2021
28/07/2021,"BPS V.16, Nº 29 S2, 28/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/bps-no-29-s2-de-28-de-julho-de-2021.pdf,"Anexo III - Edital nº 31/ANAC, de 27 de julho de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s2/anexo-iii-edital-no-31-de-27-de-julho-de-2021
26/07/2021,"BPS V.16, Nº 29 S1, 26/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s1/bps-no-29-s1-de-26-de-julho-de-2021.pdf,Anexo I - IS nº 00-002 Revisão G,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29s1/anexo-i-is-no-00-002-revisao-g
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo I - MPR/SRA-019-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-i-mpr-sra-019-r01
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo II - IS nº 108-001 Revisão E,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-ii-is-no-108-001-revisao-e
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo III - DAVSEC nº 04/2021 Revisão A,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-iii-davsec-no-04-2021-revisao-a
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo IV - CEF RBAC nº 107,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-iv-cef-rbac-no-107
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo V - CEF RBAC nº 108,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-v-cef-rbac-no-108
23/07/2021,"BPS V.16, Nº 29, 23/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/bps-no-29-de-23-de-julho-de-2021.pdf,Anexo VI - MPR/SAR-301-R04,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/29/anexo-vi-mpr-sar-301-r04
16/07/2021,"BPS V.16, Nº 28, 16/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/28/bps-no-28-de-16-de-julho-de-2021.pdf,Anexo I - IS nº 91.403-001 Revisão C,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/28/anexo-i-is-no-91-403-001-revisao-c
16/07/2021,"BPS V.16, Nº 28, 16/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/28/bps-no-28-de-16-de-julho-de-2021.pdf,Anexo II - Movimentação Interna de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/28/anexo-ii-movimentacao-interna-de-servidores
13/07/2021,"BPS V.16, Nº 27 S2, 13/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27s2/bps-no-27-s2-de-13-de-julho-de-2021.pdf,"Anexo I - Instrução Normativa nº 170, de 12 de julho de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27s2/anexo-i-instrucao-normativa-no-170-de-12-de-julho-de-2021
12/07/2021,"BPS V.16, Nº 27 S1, 12/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27s1/bps-no-27-s1-de-12-de-julho-de-2021-1.pdf,Anexo I - RBAC nº 108 Emenda 04,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27s1/anexo-i-rbac-no-108-emenda-04
09/07/2021,"BPS V.16, Nº 27, 09/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27/bps-no-27-de-9-de-julho-de-2021.pdf,Anexo I - MPR/ASSOP-105-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27/anexo-i-mpr-assop-105-r01
09/07/2021,"BPS V.16, Nº 27, 09/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27/bps-no-27-de-9-de-julho-de-2021.pdf,Anexo II - MPR/SIA-602-R05,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/27/anexo-ii-mpr-sia-602-r05
07/07/2021,"BPS V.16, Nº 26 S1, 07/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26s1/bps-no-26-s1-de-7-de-julho-de-2021.pdf,,
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,"Anexo I - Anexo I à Portaria nº 5.277, de 23 de junho de 2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-i-anexo-i-a-portaria-no-5-277-de-23-de-junho-de-2021
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo II - MPR/ASSOP-004-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-ii-mpr-assop-004-r01
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo III - MPR/ASSOP-006-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-iii-mpr-assop-006-r00
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo IV - CEF RBAC nº 108,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-iv-cef-rbac-no-108
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo V - CEF RBAC nº 107,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-v-cef-rbac-no-107
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo VI - IS nº 00-009 Revisão C,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-vi-is-no-00-009-revisao-c
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo VII - MPR/SPO-060-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-vii-mpr-spo-060-r01
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo VIII - MPR/SPO-144-R01,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-viii-mpr-spo-144-r01
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo IX - MPR/SFI-013-R03,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-ix-mpr-sfi-013-r03
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo X - Progressão e Promoção de Servidores,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-x-progressao-e-promocao-de-servidores
02/07/2021,"BPS V.16, Nº 26, 02/07/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/bps-no-26-de-2-de-julho-de-2021.pdf,Anexo XI - IS nº 65-001 Revisão D,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/26/anexo-xi-is-no-65-001-revisao-d
30/06/2021,"BPS V.16, Nº 25 S1, 30/06/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/25s1/bps-no-25-s1-de-30-de-junho-de-2021.pdf,,
25/06/2021,"BPS V.16, Nº 25, 25/06/2021",https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/25/bps-no-25-de-25-de-junho-de-2021.pdf,Anexo I - MPR/ASSOP-007-R00,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/boletim-de-pessoal/2021/25/anexo-i-mpr-assop-007-r00
